Dataset_ID	Accession	Curated_by	Overexpression(OE)_Knockout(KO)_Knockdown(KD)_Other-gene-modulation(OM)_Drug(D)_None(N)_Gene-and-Drug(GD)	Sample_annotation(G=sample_id,T=Term)	Control_samples	Perturbed_samples	Comparison_Requirements	Input_Term	Testing_Condition	Perturbagen_terms	Comments
200129024	GSE129024	Bess	N								
200199753	GSE199753	Bess	N								
200214575	GSE214575	Bess	KO	T	Control	KO				Kdm6b;KDM6B	
200074263	GSE74263	Bess	OM	T	Control	Patient				L254F	
200148723	GSE148723	Bess	OE	T	infected with control	SYT-SSX				SYT-SSX;SS18-SSX	
200148723	GSE148723	Bess	KO	T	pLKO control	CRE recombinase				SYT-SSX;SS18-SSX	KO by CRE recombinase.
200163591	GSE163591	Bess	D	G	GSM4982249;GSM4982250;GSM4982251	GSM4982252;GSM4982253;GSM4982254				CaPB	
200259284	GSE259284	Bess	N								
200241702	GSE241702	Bess	N								
200234501	GSE234501	Bess	N								
200097463	GSE97463	Bess	N								
200201432	GSE201432	Bess	N								
200156903	GSE156903	Bess	D	T	DMSO	VCS				Voclosporin;VCS;voclosporin	
200156903	GSE156903	Bess	D	T	DMSO	TAC				tacrolimus;Tacrolimus;TAC	
200220540	GSE220540	Bess	KO	T	CDKN2A WT Liver	CDKN2A WT Liver				Cdkn2a;CDKN2A	
200220540	GSE220540	Bess	KO	T	CDKN2A WT Diaphragm	CDKN2A KO Diaphragm 				Cdkn2a;CDKN2A	
200220540	GSE220540	Bess	KO	T	CDKN2A WT Lung	CDKN2A KO Lung					
200057694	GSE57694	Bess	N								
200089250	GSE89250	Bess	OE	T	control	HNF4α transduction, bio				HNF4α;HNF4a	
200089250	GSE89250	Bess	D		control	LEC AZA treatment				azacytidine;AZA;Azacytidine	
200089250	GSE89250	Bess	D		HNF4α transduction, bio	HNF4α transduction + AZA treatment				azacytidine;AZA;Azacytidine	
200164737	GSE164737	Bess	N								
200167420	GSE167420	Bess	KO	G	GSM5104960;GSM5104961	GSM5104962;GSM5104963				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104964;GSM5104965	GSM5104966;GSM5104967				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104976;GSM5104977	GSM5104978;GSM5104979				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104980;GSM5104981	GSM5104982;GSM5104983				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104984;GSM5104985	GSM5104986;GSM5104987				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104988;GSM5104989	GSM5104990;GSM5104991				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104992;GSM5104993	GSM5104994;GSM5104995				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5104996;GSM5104997	GSM5104998;GSM5104999				STAT5	
200167420	GSE167420	Bess	KO	G	GSM5105000;GSM5105001	GSM5105002;GSM5105003				STAT5	
200167420	GSE167420	Bess	KO	G	GSM5105004;GSM5105005	GSM5105006;GSM5105007				STAT5	
200167420	GSE167420	Bess	KO	G	GSM5105008;GSM5105009	GSM5105010;GSM5105011				STAT5	Multiple transcription factors, 2 different KOs.
200167420	GSE167420	Bess	KO	G	GSM5105012;GSM5105013	GSM5105014;GSM5105015				Batf;basic leucine zipper transcription factor	
200167420	GSE167420	Bess	KO	G	GSM5105016;GSM5105017	GSM5105018;GSM5105019				Batf;basic leucine zipper transcription factor	
200199280	GSE199280	Bess	N								
200148061	GSE148061	Bess	N								
200111374	GSE111374	Bess	N								
200207069	GSE207069	Bess	N								
200220607	GSE220607	Bess	N								
200087855	GSE87855	Bess	KO	T	WT	KO				MeCP2	
200100694	GSE100694	Bess	D	T	LOUCY_DMSO	LOUCY_JQ1				JQ1	
200100694	GSE100694	Bess	D	T	LOUCY_DMSO	LOUCY_IBET151				I-BET151	
200107646	GSE107646	Bess	N								
200217525	GSE217525	Bess	D	G	GSM6721031;GSM6721032;GSM6721033;GSM6721034;GSM6721035	GSM6721036;GSM6721037;GSM6721038;GSM6721039;GSM6721040				PS19 brain lysate;brain lysate;PS19	
200217525	GSE217525	Bess	D	G	GSM6721031;GSM6721032;GSM6721033;GSM6721034;GSM6721035	GSM6721041;GSM6721042;GSM6721043;GSM6721044;GSM6721045				thapsigragin;Thapsigargin	
200164668	GSE164668	Bess	N								
200115367	GSE115367	Bess	OM	T	WTCOLON	APCOLON				Atoh1;ATOH1	
200115367	GSE115367	Bess	OM	T	WTSI	APSI				Atoh1;ATOH1	Cell profiles obtained for both small intestine and colon.
200212529	GSE212529	Bess	D	T		immunotherapy				anti-PD-1 immunotherapy;immunotherapy	No controls.
200185479	GSE185479	Bess	N								
200193095	GSE193095	Bess	OM	T	wt	brm				brm	
200193095	GSE193095	Bess	OM	T	wt	brd1213				brd1&brd2&brd3	Triple pertubation.
200193095	GSE193095	Bess	OM	T	wt	brip12				brip1&brip2	Dual pertubation.
200193095	GSE193095	Bess	OM	T	wt	syd				syd	
200193095	GSE193095	Bess	OM	T	wt	swi3d				swi3d	
200193095	GSE193095	Bess	OM	T	wt	sys123				sys1&sys2&sys3	Triple pertubation.
200193095	GSE193095	Bess	OM	T	wt	minu12				minu1&minu2	Dual pertubation.
200193095	GSE193095	Bess	OM	T	wt	pms2ab				pms2a&pms2b	Dual pertubation.
200193095	GSE193095	Bess	OM	T	wt	swp73b				swp73b	
200193095	GSE193095	Bess	OM	T	wt	bcl7a/b				bcl7a&bcl7b	Dual pertubation.
200193095	GSE193095	Bess	OM	T	wt	an3				an3	
200066484	GSE66484	Bess	D	T	4 hr PDGF R	4 hr PDGF + PD325901				PD325901	
200066484	GSE66484	Bess	D	T	4 hr FGF R	4 hr FGF + PD325901				PD325901	
200066484	GSE66484	Bess	D	T	4 hr PDGF R	4 hr PDGF + LY294002				LY294002	
200066484	GSE66484	Bess	D	T	4 hr FGF R	4 hr FGF + LY294002				LY294002	2 types of intital treatments, 2 types of drugs given later.
200197821	GSE197821	Bess	D	T		BME				BME;basement membrane extract	
200197821	GSE197821	Bess	D	T		Collagen				collagen I;Collagen I	No controls.
200224082	GSE224082	Bess	KD	T	WT	KD				LSD1;lysine-specific demethylase 1	
200224082	GSE224082	Bess	KO	T	LN18_TCPminus	LN18_TCPplus				TCP	
200224082	GSE224082	Bess	KO	T	LNZ308_TCPminus	LNZ308_TCPplus				TCP	
200224082	GSE224082	Bess	KO	T	NHA_TCPminus	NHA_TCPplus				TCP	TCP is Tranylcypromine, but it is not explicitly mentioned in the sample description (LSD1 inhibitor).
200109157	GSE109157	Bess	D	T	IL2 H3ac	IL2 IL4 H3ac		Input		IL-4;IL4	
200109157	GSE109157	Bess	D	T	IL2 H3ac	IL2 TCR H3ac		Input		SIINFEKL	
200109157	GSE109157	Bess	D	T	IL2 IL4 H3ac	IL2 IL4 TCR H3ac		Input		SIINFEKL	
200109157	GSE109157	Bess	D	T	IL2 CD8	IL2 TCR CD8				SIINFEKL	
200109157	GSE109157	Bess	D	T	IL2 CD8	IL2 IL4 CD8				IL-4;IL4	
200109157	GSE109157	Bess	D	T	IL2 IL4 CD8	IL2 IL4 TCR CD8				SIINFEKL	
200109157	GSE109157	Bess	D	T	IL2 TCR CD8	IL2 IL4 TCR CD8				IL-4;IL4	
200228275	GSE228275	Bess	N								
200119794	GSE119794	Bess	N								
200113237	GSE113237	Bess	N								
200189726	GSE189726	Bess	KO	T	Null	Cre				Mdm2	
200120693	GSE120693	Bess	OE	G	GSM3408479;GSM3408480	GSM3408477;GSM3408478				HMGB1;High-mobility group B1	
200120693	GSE120693	Bess	KD	G	GSM7834035;GSM7834036	GSM7834037;GSM7834038				HMGB1;High-mobility group B1	
200120693	GSE120693	Bess	KD	G	GSM8014098;GSM8014099;GSM8014100	GSM8014101;GSM8014102;GSM8014103				HMGB1;High-mobility group B1	2 different sequencing instruments used for KD.
200058702	GSE58702	Bess	N								
200104525	GSE104525	Bess	N								
200059831	GSE59831	Bess	N								
200191087	GSE191087	Bess	N								
200156588	GSE156588	Bess	N								
200131231	GSE131231	Bess	KD	T	control	Bromo				EP300	
200220914	GSE220914	Bess	KO	T	WTCtrl	E4				Zdhhc20;ZDHHC20	
200186633	GSE186633	Bess	KO	T	WT_Ali	KO_Ali				CHD1	
200186633	GSE186633	Bess	KO	T	WT_C	KO_C				CHD1	
200186633	GSE186633	Bess	D	T	KO_C	KO_Ali				Alisertib	
200186633	GSE186633	Bess	D	T	WT_C	WT_Ali				Alisertib	
200216546	GSE216546	Bess	D	T	DMSO	quercetin				Quercetin;quercetin	
200169549	GSE169549	Bess	N								
200180909	GSE180909	Bess	KD	T	NC	METTL3				METTL3	
200017107	GSE17107	Bess	N								
200123320	GSE123320	Bess	D	T		TH9-PC				IL-2&IL-4&TGF-beta;TGF-b	
200123320	GSE123320	Bess	D	T		SC				IL-2&IL-15	No controls.
200166345	GSE166345	Bess	D	T	before	after				carboplatin&cyclophosphamide/etoposide&doxorubicin	The patient underwent neoadjuvant chemotherapy.
200165246	GSE165246	Bess	KD	T	S_DHT	T_DHT				TMEFF2	
200165246	GSE165246	Bess	KD	T	SDHT	TDHT				TMEFF2	
200165246	GSE165246	Bess	D	T	S_DHT	SDHT				DHT;dihydrotestosterone	
200165246	GSE165246	Bess	D	T	T_DHT	TDHT				DHT;dihydrotestosterone	2 experimental variables: DHT/no DHT, TMEFF2 KD/no KD.
200223405	GSE223405	Bess	OE	T	HPr1-AR cells, Vector, veh control	HPr1-AR cells, BAZ1A, veh control				BAZ1A	
200223405	GSE223405	Bess	OE	T	HPr1-AR cells, Vector, treat	HPr1-AR cells, BAZ1A, treat				BAZ1A	
200223405	GSE223405	Bess	OE	T	LNCaP cells, Vector, veh control	LNCaP cells, BAZ1A, veh control				BAZ1A	
200223405	GSE223405	Bess	OE	T	LNCaP cells, Vector, treat	LNCaP cells, BAZ1A, treat				BAZ1A	
200223405	GSE223405	Bess	OE	T	RC43N cells, Vector, veh contro	RC43N cells, BAZ1A, veh control				BAZ1A	
200223405	GSE223405	Bess	OE	T	RC43N cells, Vector, treat	RC43N cells, BAZ1A, treat				BAZ1A	
200223405	GSE223405	Bess	OE	T	RC43T cells, Vector, veh control	RC43T cells, BAZ1A, veh control				BAZ1A	
200223405	GSE223405	Bess	OE	T	RC43T cells, Vector, treat	RC43T cells, BAZ1A, treat				BAZ1A	Multiple cell types. Vector/treatment variable improperly labeled so it is unusable.
200186199	GSE186199	Bess	D	G	GSM5640199;GSM5640200;GSM5640201;GSM5640202;GSM5640207;GSM5640208;GSM5640209;GSM5640210;GSM5640215;GSM5640216;GSM5640217;GSM5640218	GSM5640203;GSM5640204;GSM5640205;GSM5640206;GSM5640211;GSM5640212;GSM5640213;GSM5640214;GSM5640219;GSM5640220;GSM5640221;GSM5640222				R848;Resiquimod	
200223223	GSE223223	Bess	N								
200207830	GSE207830	Bess	OM	T	IDH2WT	IDH2R140Q_Rep				IDH	
200207830	GSE207830	Bess	D	T	IDH2R140Q_4days_DMSO	IDH2R140Q_4days_AG221				AG-221	
200207830	GSE207830	Bess	D	T	IDH2R140Q_7days_DMSO	IDH2R140Q_7days_AG221				AG-221	
200135310	GSE135310	Bess	N								
200243210	GSE243210	Bess	KO	T	WT	KO				C5aR;complement 5a receptor;C5a receptor	
200162275	GSE162275	Bess	N								While this study is technically testing the drug "R", no other information is given to make the drug R distinguishable from the letter R, so it is unusable.
200198235	GSE198235	Bess	N								
200056725	GSE56725	Bess	N								
200176054	GSE176054	Bess	N								
200185904	GSE185904	Bess	KD	T	Ctrl	Smad7				Smad7	
200250001	GSE250001	Bess	D	T	"GSM7968907	"	GSM7968908				G-CSF	
200141409	GSE141409	Bess	OM	T	WT	Hap				BbHapX;Beauveria bassiana Hapx	
200244858	GSE244858	Bess	D	T	control	diquat				diquat;DCK;DQ	
200252250	GSE252250	Bess	D	T	Tg	TUDCA				TUDCA;tauroursodeoxycholic acid	
200114135	GSE114135	Bess	D	T	activation_status: 0	activation_status: 1	allergy_status:			anti-CD3+CD28;CD3/CD28 Dynabeads	
200114135	GSE114135	Bess	D	T	stimulation: 0	stimulation: 1	allergy_phenotype: ;allergy status: ;Sex: 			anti-CD3+CD28;CD3/CD28 Dynabeads	Cells were activated via antibodies on Dynabeads.
200109637	GSE109637	Bess	KD	T	ItprCtrl	ItprKD				IP3R	
200157622	GSE157622	Bess	KD	T	HepG2_siCTRL	HepG2_siNONO				NONO	
200157622	GSE157622	Bess	KD	T	HepG2_siCTRL	HepG2_siSFPQ				SFPQ	
200157622	GSE157622	Bess	KD	T	HEK293T_siCTRL	HEK293T_siNONO				NONO	
200157622	GSE157622	Bess	KD	T	HEK293T_siCTRL	HEK293T_siSFPQ				SFPQ	2 cell types.
200256463	GSE256463	Bess	N								
200181638	GSE181638	Bess	D	T	untreated	aspirin treated				aspirin;Aspirin	
200225134	GSE225134	Bess	N								
200149966	GSE149966	Bess	KD	T	NT	siID4				ID4;Id4	
200085088	GSE85088	Bess	KD	T	siNT_E0h	siCTCF_E0h				CTCF	
200085088	GSE85088	Bess	KD	T	siNT_E3h	siCTCF_E3h				CTCF	
200085088	GSE85088	Bess	D	T	siNT_E0h	siNT_E3h				Estrogen	
200085088	GSE85088	Bess	D	T	siCTCF_E0h	siCTCF_E3h				Estrogen	2 timepoints for Estrogen administration: 0hr (control), 3hr
200115386	GSE115386	Bess	D	T	control	Etoposide				etoposide;ETP;Etoposide	
200115386	GSE115386	Bess	D	T	control	Imatinib mesylate				Imatinib mesylate;imatinib mesylate;IMA	
200115386	GSE115386	Bess	D	T	control	Cisplatinum				cisplatinum;CDDP;Cisplatinum	3 different drugs tested.
200217769	GSE217769	Bess	KO	T	wt control	KO				p53;P53	
200093294	GSE93294	Bess	OM	T	Control_adult	Lola_O				longitudinals lacking;lola;Lola	
200093294	GSE93294	Bess	OM	T	control_r	lola-F_				longitudinals lacking;lola;Lola	
200093294	GSE93294	Bess	OM	T	control_r	Lola-Null				longitudinals lacking;lola;Lola	3 different mutations tested.
200116779	GSE116779	Bess	D	T	GS control	GS RA24h				retinoic acid	
200116779	GSE116779	Bess	D	T	GS control	GS RA72h				retinoic acid	
200116779	GSE116779	Bess	D	T	GS control	GS RA120h				retinoic acid	
200116779	GSE116779	Bess	D	T	ES control 	ES RA120h				retinoic acid	3 time points, 2 types of cells.
200101312	GSE101312	Bess	N								
200118569	GSE118569	Bess	N								
200224972	GSE224972	Bess	N								
200219022	GSE219022	Bess	D	T	pH7.6	pH5.8				hydrochloric acid 	
200219022	GSE219022	Bess	D	T	pH7.6	pH4.4				hydrochloric acid 	2 different dosages given (and 2 resulting pHs) 
200112973	GSE112973	Bess	N								
200244488	GSE244488	Bess	D	T	treatment: none	treatment: TNF-alpha				TNF-alpha	Other SubSeries within the SuperSeries were N.
200176688	GSE176688	Bess	N								
200122405	GSE122405	Bess	KO	T	Dnmt3a+/+	Dnmt3aF/F				Dnmt3a	
200190034	GSE190034	Bess	N								
200207183	GSE207183	Bess	N								
200224420	GSE224420	Bess	KD	T	CSS_ENZ10days	shROR2_ENZ10days				ROR2	
200224420	GSE224420	Bess	KD	T		shROR2_Rep				ROR2	No controls.
200224420	GSE224420	Bess	OE	T		_OE_ROR2_				ROR2	No controls.
200193801	GSE193801	Bess	OM	T	30d Heart WT	30d Heart Mutant				CHCHD10	
200193801	GSE193801	Bess	OM	T	75d Heart WT	75d Heart Mutant				CHCHD10	
200193801	GSE193801	Bess	OM	T	125d Heart WT	125d Heart Mutant				CHCHD10	
200193801	GSE193801	Bess	OM	T	225d Heart WT	225d Heart Mutant				CHCHD10	Multiple timepoints.
200057926	GSE57926	Bess	D	T	MEFs-RBFox2-NC	MEFs-RBFox2-DRB		MEFs-Input-DRB		DRB	
200057926	GSE57926	Bess	KD	T	MEFs-RBFox2-NC	MEFs-RBFox2-siSUZ12		MEFs-Input-siSUZ12		SUZ12	
200057926	GSE57926	Bess	D	T	MEFs-SUZ12-NC	MEFs-SUZ12-DRB		MEFs-Input-DRB		DRB	
200057926	GSE57926	Bess	KD	T	MEFs-SUZ12-NC	MEFs-SUZ12-siRBFox2		MEFs-Input-siRBFox2		RBFox2	
200057926	GSE57926	Bess	KO	T	Myocyte-Ago2-RBFox2-WT	Myocyte-Ago2-RBFox2-KO				RBFox2	
200057926	GSE57926	Bess	KO	T	Heart-WT	Heart-KO				RBFox2	
200057926	GSE57926	Bess	KD	T	MEFs-NC	MEFs-siRBFox2				RBFox2	
200057926	GSE57926	Bess	KD	T	MEFs-NC	MEFs-siSUZ12				RBFox2	
200057926	GSE57926	Bess	KO	T	WT-Week5	KO-Week5				RBFox2	
200057926	GSE57926	Bess	KO	T	WT-Week9	KO-Week9				RBFox2	
200057926	GSE57926	Bess	KO	T	WT-Week18	KO-Week18				RBFox2	
200057926	GSE57926	Bess	KO	T	MAPS-WT	MAPS-KO				RBFox2	Multiple types of sequencing (ChIPseq, CLIPseq, GROseq, RASLseq), timepoints, and target genes.
200114037	GSE114037	Bess	N								
200193894	GSE193894	Bess	D	T	No treatment	50 ng diphtheria toxin treatment				diphtheria toxin;DT	
200172181	GSE172181	Bess	D	T	_DMSO	_Doxorubicin				Doxorubicin	
200172181	GSE172181	Bess	D	T	_DMSO	_Bortezomib				Bortezomib	
200172181	GSE172181	Bess	D	T	_DMSO	_Tegretol				Tegretol	
200172181	GSE172181	Bess	D	T	_DMSO	_WZ8040				WZ8040	
200172181	GSE172181	Bess	D	T	_DMSO	_PHA-767491				PHA-767491	
200172181	GSE172181	Bess	D	T	_DMSO	_BI 2536				BI 2536	
200172181	GSE172181	Bess	D	T	_DMSO	_Daunorubicin				Daunorubicin	
200172181	GSE172181	Bess	D	T	_DMSO	_Nitrendipine				Nitrendipine	
200172181	GSE172181	Bess	D	T	_DMSO	_Solifenacin				Solifenacin	Multiple drugs tested.
200219750	GSE219750	Bess	N								
200197555	GSE197555	Bess	D	G	GSM5920517;GSM5920518;GSM5920519	GSM5920520;GSM5920521;GSM5920522				trametinib;MEKi;MAP kinse-ERK kinase inhibitor	
200197555	GSE197555	Bess	D	G	GSM5920523;GSM5920524;GSM5920525	GSM5920526;GSM5920527;GSM5920528				trametinib;MEKi;MAP kinse-ERK kinase inhibitor	2 types of cells tested.
200247238	GSE247238	Bess	N								
200152556	GSE152556	Bess	N								
200179495	GSE179495	Bess	D	T	ControlRep	HighRep				lithium cobalt oxide;LCO	
200179495	GSE179495	Bess	D	T	ControlRep	IonRep				ion;Ion	
200179495	GSE179495	Bess	D	T	ControlRep	LowRep				lithium cobalt oxide;LCO	2 different dosages of LCO given.
200102352	GSE102352	Bess	N								
200167506	GSE167506	Bess	N								
200129611	GSE129611	Bess	N								
200184639	GSE184639	Bess	N								
200111004	GSE111004	Bess	D	T	TC71-shNT	TC71-shSA1				doxycycline	
200111004	GSE111004	Bess	D	T	TC32-shNT	TC32-shSA1				doxycycline	Doxycyline induced SA1 KD for 2 cell types.
200040050	GSE40050	Bess	D	T	C42B vehicle	C42B treated 				DHT	
200040050	GSE40050	Bess	D	T	LNCAP vehicle	LNCAP treated				DHT	
200040050	GSE40050	Bess	KD	T	C42B siNS	C42B siAR				DHT	
200040050	GSE40050	Bess	D	T	C42B AR vehicle	C42B AR treated				DHT	
200040050	GSE40050	Bess	D	T	LNCAP AR vehicle	LNCAP AR treated				DHT	
200040050	GSE40050	Bess	D	T	22RV1 AR vehicle	22RV1 AR treated				DHT	
200040050	GSE40050	Bess	D	T	C42B FOXA1 vehicle	C42B FOXA1 treated				DHT	
200040050	GSE40050	Bess	D	T	C42B ACH3 vehicle	C42B ACH3 treated				DHT	
200040050	GSE40050	Bess	D	T	LNCAP ACH3 vehicle	LNCAP ACH3 treated				DHT	
200040050	GSE40050	Bess	D	T	C42B H3K4ME3 vehicle	C42B H3K4ME3 treated				DHT	
200040050	GSE40050	Bess	D	T	LNCAP H3K4ME3 vehicle	LNCAP H3K4ME3 treated				DHT	5 cell lines, 4 chip antibodies.
200111570	GSE111570	Bess	N								
200229698	GSE229698	Bess	KO	T	WT,	_GLOko				TRAF7;Traf7	
200229698	GSE229698	Bess	KO	T	WT,	_ECko				TRAF7;Traf7	
200229698	GSE229698	Bess	KO	T	WT,	_EChet				TRAF7;Traf7	3 types of knockouts: endothelium-specific, endothelim-specific heterozygote, and global knockout.
200119775	GSE119775	Bess	KO	T	WTH	TAZH				TAZ;tafazzin;Tafazzin	
200119775	GSE119775	Bess	KO	T	WTN	TAZN				TAZ;tafazzin;Tafazzin	Cells in hypoxia (H) or nomoxia (N).
200087344	GSE87344	Bess	KO	T	wild type	Lmnb1-/-				Lmnb1;Lamin-B1	
200136107	GSE136107	Bess	N								
200078157	GSE78157	Bess	OM	T	Wildtype RNA-seq	hH1 RNA-seq				H1	
200078157	GSE78157	Bess	OM	T	Wildtype Negative control	H1-FLAG				H1	
200078157	GSE78157	Bess	OM	T	Wildtype MNase-Seq 20	hH1 MNase-Seq 20				H1	
200078157	GSE78157	Bess	OM	T	Wildtype MNase-Seq 60	hH1 MNase-Seq 60				H1	2 types of mutation.
200228240	GSE228240	Bess	KO	G	GSM7117597	GSM7117598				H1.2	
200228240	GSE228240	Bess	KO	G	GSM7117598	GSM7117599				H1.3	
200228240	GSE228240	Bess	KO	G	GSM7117599	GSM7117600				H1.0&H1.5	Dual pertubation.
200228240	GSE228240	Bess	KO	G	GSM7117600	GSM7117601				H1.4	
200228240	GSE228240	Bess	OE	G	GSM7117599	GSM7117602				H1.3	
200228240	GSE228240	Bess	OE	G	GSM7117601	GSM7117603				H1.0 	
200228240	GSE228240	Bess	OE	G	GSM7117601	GSM7117604				H1.5	
200228240	GSE228240	Bess	OE	G	GSM7117598	GSM7117605				H1.2	
200228240	GSE228240	Bess	OE	G	GSM7117599	GSM7117606				H1.2&H1.3	Dual pertubation.
200114222	GSE114222	Bess	OE	T	Mock miRNA methyl RNA	143-3p miRNA methyl RNA IP		143-3p miRNA methyl RNA control		143-3p miRNA	
200114222	GSE114222	Bess	OE	T	Mock miRNA methyl RNA	145-5p miRNA methyl RNA IP		145-5p miRNA methyl RNA control		145-5p miRNA	
200114222	GSE114222	Bess	OE	T	Mock miRNA methyl RNA	129-5p miRNA methyl RNA IP		129-5p miRNA methyl RNA control		129-5p miRNA	
200240813	GSE240813	Bess	N								
200209820	GSE209820	Bess	KO	T	HFF, IgG, HSV-1 4 hpi	KO, IgG, HSV-1 4 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, IgG, HSV-1 8 hpi	KO, IgG, HSV-1 8 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, IgG, HSV-1 12 hpi	KO, IgG, HSV-1 12 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, IgG, Mock	KO, IgG, Mock				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, H3K27me3, HSV-1 4 hpi	KO, H3K27me3, HSV-1 4 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, H3K27me3, HSV-1 8 hpi	KO, H3K27me3, HSV-1 8 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, H3K27me3, HSV-1 12 hpi	KO, H3K27me3, HSV-1 12 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, H3K27me3, Mock	KO, H3K27me3, Mock				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, macroH2A1, HSV-1 4 hpi	KO, macroH2A1, HSV-1 4 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, macroH2A1, HSV-1 8 hpi	KO, macroH2A1, HSV-1 8 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, macroH2A1, HSV-1 12 hpi	KO, macroH2A1, HSV-1 12 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	HFF, macroH2A1, Mock	KO, macroH2A1, Mock				mH2A1;macroH2A1	3 timepoints post infection (or mock infection), 3 cut&tag antibodies.
200209820	GSE209820	Bess	KO	T	WT, 4 hpi	KO, 4 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	WT, 8 hpi	KO, 8 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	WT, 12 hpi	KO, 12 hpi				mH2A1;macroH2A1	
200209820	GSE209820	Bess	KO	T	WT, Mock	KO, Mock				mH2A1;macroH2A1	4 timepoints for post infection (or mock infection).
200220491	GSE220491	Bess	OM	T	Col_ip_	pCND1_ip_		pCND1_input		CND1;CHLOROPLAST AND NUCLEUS DUAL-LOCALIZED PROTEIN 1;cnd1	
200168143	GSE168143	Bess	KO	T	IL-4Rα+/+	IL-4Rα-/-				IL-4Rα;IL-4R{alpha}	
200159009	GSE159009	Bess	N								
200133458	GSE133458	Bess	N								
200113030	GSE113030	Bess	OM	T	genotype: wildtype	genotype: Ly5.1(mut)				Ly5.1	
200196176	GSE196176	Bess	N								
200229394	GSE229394	Bess	N								
200078489	GSE78489	Bess	N								
200160662	GSE160662	Bess	N								
200115605	GSE115605	Bess	N								
200112567	GSE112567	Bess	D	T		m19z CAR T cells				CD19-targeted CAR;3T3-mCD19;anti-mouse dynabeads;CD19-targeted chimeric antigen receptors	
200112567	GSE112567	Bess	D	T		m1928z CAR T cells				CD19-targeted CAR;3T3-mCD19;anti-mouse dynabeads;CD19-targeted chimeric antigen receptors	
200112567	GSE112567	Bess	D	T		m19-musBBz CAR T cells				CD19-targeted CAR;3T3-mCD19;anti-mouse dynabeads;CD19-targeted chimeric antigen receptors	No controls.
200131411	GSE131411	Bess	N								
200197972	GSE197972	Bess	N								
200185641	GSE185641	Bess	D	T	G24con	G24P3				saline-alkali water	
200185641	GSE185641	Bess	D	T	G24con	G24P6				saline-alkali water	
200185641	GSE185641	Bess	D	T	G48con	G48P3				saline-alkali water	
200185641	GSE185641	Bess	D	T	G48con	G48P6				saline-alkali water	
200185641	GSE185641	Bess	D	T	G7dcon	G7dP3				saline-alkali water	
200185641	GSE185641	Bess	D	T	G7dcon	G7dP6				saline-alkali water	3 timepoints, 2 different water concentrations.
200122393	GSE122393	Bess	KO	T	WT-	KO-				HDAC3	
200150646	GSE150646	Bess	OE	T	WT_5m	TG_5m				SNCA	
200150646	GSE150646	Bess	OE	T	WT_12m	TG_12m				SNCA	2 timepoints.
200122735	GSE122735	Bess	D	T	CTRL resting	JQ1 resting				JQ1	
200122735	GSE122735	Bess	D	T	CTRL activated	JQ1 activated				JQ1	2 variables: JQ1/DMSO, activated/resting.
200111080	GSE111080	Bess	OM	T	WT	MUT	tissue:			Slc39a8	
200108077	GSE108077	Bess	N								
200158697	GSE158697	Bess	N								
200189186	GSE189186	Bess	D	T	DMSO	Olaparib	"
cell line:"			olaparib;Olaparib	
200183924	GSE183924	Bess	D	T		Patient				Durvalumab;durvalumab	No controls.
200259221	GSE259221	Bess	KD	T	control	shRNA targeting EVI1				EVI1;ecotropic viral integration site-1	
200142378	GSE142378	Bess	D	T	noDox	+48hDox				Dox;Doxycycline	
200132882	GSE132882	Bess	N								
200210261	GSE210261	Bess	N								
200115177	GSE115177	Bess	OE	T	WT-3M	TG-3M				N40K	
200115177	GSE115177	Bess	OE	T	WT-12M	TG-12M				N40K	2 timepoints.
200158937	GSE158937	Bess	N								
200045657	GSE45657	Bess	N								
200199701	GSE199701	Bess	N								
200139371	GSE139371	Bess	KO	T	F/F	KO	cell_type:			CD11c	
200104462	GSE104462	Bess	D	T	reagent: None	reagent: Erastin				erasin;Erastin	
